,id,result_excel,season,team1,team2,team1_wins,team1_losses,team1_PF_in_wins,team1_PA_in_wins,team1_PF_in_losses,team1_PA_in_losses,team2_wins,team2_losses,team2_PF_in_wins,team2_PA_in_wins,team2_PF_in_losses,team2_PA_in_losses,team1_GP,team1_PF,team1_PA,team1_pt_diff,team2_GP,team2_PF,team2_PA,team2_pt_diff,team1_region,team2_region,team1_seed,team2_seed,result,daynum
38,A_576_786,0,A,576,786,25.0,3.0,2118.0,1628.0,227.0,237.0,24.0,8.0,1913.0,1582.0,540.0,629.0,28.0,2345.0,1865.0,17.142857142857142,32.0,2453.0,2211.0,7.5625,Z,Z,12,4,0,138
39,A_629_821,0,A,629,821,22.0,8.0,1532.0,1328.0,474.0,565.0,23.0,6.0,1824.0,1414.0,392.0,419.0,30.0,2006.0,1893.0,3.7666666666666666,29.0,2216.0,1833.0,13.206896551724139,X,X,5,4,0,138
40,A_511_628,1,A,511,628,24.0,6.0,1987.0,1666.0,449.0,499.0,22.0,8.0,1811.0,1357.0,583.0,649.0,30.0,2436.0,2165.0,9.033333333333333,30.0,2394.0,2006.0,12.933333333333334,Z,Z,3,6,1,139
41,A_549_789,1,A,549,789,25.0,4.0,2051.0,1587.0,282.0,295.0,19.0,12.0,1224.0,1003.0,631.0,798.0,29.0,2333.0,1882.0,15.551724137931034,31.0,1855.0,1801.0,1.7419354838709677,Y,Y,2,7,1,139
42,A_603_701,1,A,603,701,24.0,7.0,2047.0,1549.0,490.0,572.0,26.0,4.0,2100.0,1812.0,255.0,293.0,31.0,2537.0,2121.0,13.419354838709678,30.0,2355.0,2105.0,8.333333333333334,W,W,2,7,1,139
43,A_527_606,0,A,527,606,18.0,10.0,1501.0,1189.0,692.0,772.0,22.0,11.0,1858.0,1606.0,767.0,874.0,28.0,2193.0,1961.0,8.285714285714286,33.0,2625.0,2480.0,4.393939393939394,Y,Y,11,3,0,139
44,A_636_758,1,A,636,758,25.0,4.0,2057.0,1634.0,273.0,292.0,19.0,8.0,1424.0,1177.0,488.0,585.0,29.0,2330.0,1926.0,13.931034482758621,27.0,1912.0,1762.0,5.555555555555555,Z,Z,2,10,1,139
45,A_651_829,1,A,651,829,19.0,11.0,1547.0,1269.0,756.0,863.0,25.0,6.0,1931.0,1592.0,405.0,481.0,30.0,2303.0,2132.0,5.7,31.0,2336.0,2073.0,8.483870967741936,X,X,6,3,1,139
46,A_708_796,0,A,708,796,20.0,10.0,1599.0,1315.0,729.0,804.0,28.0,1.0,2296.0,1884.0,77.0,93.0,30.0,2328.0,2119.0,6.966666666666667,29.0,2373.0,1977.0,13.655172413793103,W,W,6,3,0,139
47,A_793_839,0,A,793,839,20.0,9.0,1758.0,1447.0,635.0,718.0,23.0,5.0,1696.0,1398.0,258.0,311.0,29.0,2393.0,2165.0,7.862068965517241,28.0,1954.0,1709.0,8.75,X,X,10,2,0,139
48,A_603_796,1,A,603,796,24.0,7.0,2047.0,1549.0,490.0,572.0,28.0,1.0,2296.0,1884.0,77.0,93.0,31.0,2537.0,2121.0,13.419354838709678,29.0,2373.0,1977.0,13.655172413793103,W,W,2,3,1,143
49,A_640_821,1,A,640,821,28.0,2.0,2602.0,1915.0,155.0,176.0,23.0,6.0,1824.0,1414.0,392.0,419.0,30.0,2757.0,2091.0,22.2,29.0,2216.0,1833.0,13.206896551724139,X,X,1,4,1,143
50,A_515_663,0,A,515,663,18.0,12.0,1495.0,1216.0,851.0,1011.0,31.0,1.0,2282.0,1871.0,76.0,86.0,30.0,2346.0,2227.0,3.966666666666667,32.0,2358.0,1957.0,12.53125,W,W,12,1,0,143
51,A_651_839,0,A,651,839,19.0,11.0,1547.0,1269.0,756.0,863.0,23.0,5.0,1696.0,1398.0,258.0,311.0,30.0,2303.0,2132.0,5.7,28.0,1954.0,1709.0,8.75,X,X,6,2,0,143
52,A_549_606,1,A,549,606,25.0,4.0,2051.0,1587.0,282.0,295.0,22.0,11.0,1858.0,1606.0,767.0,874.0,29.0,2333.0,1882.0,15.551724137931034,33.0,2625.0,2480.0,4.393939393939394,Y,Y,2,3,1,144
53,A_511_636,0,A,511,636,24.0,6.0,1987.0,1666.0,449.0,499.0,25.0,4.0,2057.0,1634.0,273.0,292.0,30.0,2436.0,2165.0,9.033333333333333,29.0,2330.0,1926.0,13.931034482758621,Z,Z,3,2,0,144
54,A_559_675,0,A,559,675,30.0,2.0,2512.0,1887.0,160.0,178.0,22.0,7.0,1717.0,1446.0,444.0,497.0,32.0,2672.0,2065.0,18.96875,29.0,2161.0,1943.0,7.517241379310345,Y,Y,1,5,0,144
55,A_604_786,0,A,604,786,19.0,9.0,1570.0,1162.0,648.0,722.0,24.0,8.0,1913.0,1582.0,540.0,629.0,28.0,2218.0,1884.0,11.928571428571429,32.0,2453.0,2211.0,7.5625,Z,Z,8,4,0,144
56,A_640_839,1,A,640,839,28.0,2.0,2602.0,1915.0,155.0,176.0,23.0,5.0,1696.0,1398.0,258.0,311.0,30.0,2757.0,2091.0,22.2,28.0,1954.0,1709.0,8.75,X,X,1,2,1,145
57,A_603_663,0,A,603,663,24.0,7.0,2047.0,1549.0,490.0,572.0,31.0,1.0,2282.0,1871.0,76.0,86.0,31.0,2537.0,2121.0,13.419354838709678,32.0,2358.0,1957.0,12.53125,W,W,2,1,0,145
58,A_549_675,0,A,549,675,25.0,4.0,2051.0,1587.0,282.0,295.0,22.0,7.0,1717.0,1446.0,444.0,497.0,29.0,2333.0,1882.0,15.551724137931034,29.0,2161.0,1943.0,7.517241379310345,Y,Y,2,5,0,146
59,A_636_786,0,A,636,786,25.0,4.0,2057.0,1634.0,273.0,292.0,24.0,8.0,1913.0,1582.0,540.0,629.0,29.0,2330.0,1926.0,13.931034482758621,32.0,2453.0,2211.0,7.5625,Z,Z,2,4,0,146
60,A_640_663,1,A,640,663,28.0,2.0,2602.0,1915.0,155.0,176.0,31.0,1.0,2282.0,1871.0,76.0,86.0,30.0,2757.0,2091.0,22.2,32.0,2358.0,1957.0,12.53125,X,W,1,1,1,152
61,A_675_786,0,A,675,786,22.0,7.0,1717.0,1446.0,444.0,497.0,24.0,8.0,1913.0,1582.0,540.0,629.0,29.0,2161.0,1943.0,7.517241379310345,32.0,2453.0,2211.0,7.5625,Y,Z,5,4,0,152
62,A_640_786,1,A,640,786,28.0,2.0,2602.0,1915.0,155.0,176.0,24.0,8.0,1913.0,1582.0,540.0,629.0,30.0,2757.0,2091.0,22.2,32.0,2453.0,2211.0,7.5625,X,Z,1,4,1,154
63,B_511_768,1,B,511,768,19.0,9.0,1714.0,1342.0,669.0,712.0,21.0,6.0,1449.0,1160.0,310.0,352.0,28.0,2383.0,2054.0,11.75,27.0,1759.0,1512.0,9.148148148148149,X,X,4,13,1,136
64,B_527_826,1,B,527,826,21.0,8.0,1598.0,1364.0,557.0,632.0,22.0,6.0,1688.0,1385.0,400.0,444.0,29.0,2155.0,1996.0,5.482758620689655,28.0,2088.0,1829.0,9.25,Z,Z,5,12,1,136
65,B_539_736,1,B,539,736,21.0,8.0,1653.0,1359.0,562.0,629.0,23.0,3.0,1500.0,1191.0,171.0,202.0,29.0,2215.0,1988.0,7.827586206896552,26.0,1671.0,1393.0,10.692307692307692,W,W,5,12,1,136
66,B_535_549,0,B,535,549,21.0,9.0,1480.0,1165.0,580.0,637.0,25.0,7.0,2107.0,1533.0,484.0,557.0,30.0,2060.0,1802.0,8.6,32.0,2591.0,2090.0,15.65625,Y,Y,14,3,0,136
67,B_554_662,1,B,554,662,25.0,2.0,2054.0,1651.0,114.0,159.0,21.0,10.0,1662.0,1295.0,678.0,766.0,27.0,2168.0,1810.0,13.25925925925926,31.0,2340.0,2061.0,9.0,X,X,12,5,1,136
68,B_556_625,1,B,556,625,21.0,9.0,1617.0,1375.0,587.0,718.0,22.0,10.0,1641.0,1378.0,694.0,789.0,30.0,2204.0,2093.0,3.7,32.0,2335.0,2167.0,5.25,W,W,9,8,1,136
69,B_628_830,1,B,628,830,20.0,9.0,1558.0,1243.0,547.0,623.0,18.0,12.0,1324.0,1098.0,715.0,844.0,29.0,2105.0,1866.0,8.241379310344827,30.0,2039.0,1942.0,3.2333333333333334,Z,Z,8,9,1,136
70,B_624_629,0,B,624,629,24.0,5.0,1816.0,1492.0,353.0,409.0,20.0,8.0,1410.0,1119.0,474.0,556.0,29.0,2169.0,1901.0,9.241379310344827,28.0,1884.0,1675.0,7.464285714285714,Y,Y,11,6,0,136
71,B_632_636,0,B,632,636,13.0,15.0,1028.0,864.0,969.0,1236.0,31.0,1.0,2639.0,2009.0,94.0,96.0,28.0,1997.0,2100.0,-3.6785714285714284,32.0,2733.0,2105.0,19.625,X,X,16,1,0,136
72,B_640_680,1,B,640,680,29.0,4.0,2457.0,1729.0,285.0,308.0,19.0,10.0,1416.0,1170.0,717.0,809.0,33.0,2742.0,2037.0,21.363636363636363,29.0,2133.0,1979.0,5.310344827586207,Z,Z,1,16,1,136
73,B_589_708,0,B,589,708,11.0,18.0,841.0,726.0,1076.0,1267.0,24.0,6.0,1925.0,1519.0,411.0,488.0,29.0,1917.0,1993.0,-2.6206896551724137,30.0,2336.0,2007.0,10.966666666666667,W,W,16,1,0,136
74,B_738_741,1,B,738,741,17.0,11.0,1279.0,1055.0,739.0,916.0,20.0,9.0,1706.0,1346.0,638.0,688.0,28.0,2018.0,1971.0,1.6785714285714286,29.0,2344.0,2034.0,10.689655172413794,X,X,8,9,1,136
75,B_727_779,0,B,727,779,22.0,5.0,1557.0,1217.0,383.0,402.0,24.0,6.0,1747.0,1509.0,380.0,444.0,27.0,1940.0,1619.0,11.88888888888889,30.0,2127.0,1953.0,5.8,Z,Z,13,4,0,136
76,B_545_810,0,B,545,810,15.0,12.0,1071.0,931.0,839.0,955.0,21.0,7.0,1700.0,1456.0,507.0,593.0,27.0,1910.0,1886.0,0.8888888888888888,28.0,2207.0,2049.0,5.642857142857143,Y,Y,15,2,0,136
77,B_648_829,0,B,648,829,21.0,8.0,1977.0,1644.0,678.0,762.0,22.0,9.0,1703.0,1361.0,612.0,720.0,29.0,2655.0,2406.0,8.586206896551724,31.0,2315.0,2081.0,7.548387096774194,W,W,13,4,0,136
78,B_827_853,0,B,827,853,18.0,11.0,1383.0,1153.0,645.0,750.0,22.0,5.0,1877.0,1523.0,373.0,411.0,29.0,2028.0,1903.0,4.310344827586207,27.0,2250.0,1934.0,11.703703703703704,Y,Y,10,7,0,136
79,B_546_603,1,B,546,603,21.0,8.0,1561.0,1325.0,519.0,575.0,19.0,9.0,1339.0,1097.0,587.0,671.0,29.0,2080.0,1900.0,6.206896551724138,28.0,1926.0,1768.0,5.642857142857143,Z,Z,7,10,1,137
80,B_547_604,1,B,547,604,18.0,10.0,1386.0,1078.0,683.0,758.0,24.0,8.0,1764.0,1458.0,542.0,645.0,28.0,2069.0,1836.0,8.321428571428571,32.0,2306.0,2103.0,6.34375,X,X,14,3,1,137
81,B_551_669,1,B,551,669,21.0,9.0,1482.0,1206.0,550.0,617.0,21.0,8.0,1589.0,1240.0,556.0,642.0,30.0,2032.0,1823.0,6.966666666666667,29.0,2145.0,1882.0,9.068965517241379,Y,Y,4,13,1,137
82,B_560_769,1,B,560,769,21.0,8.0,1692.0,1405.0,602.0,697.0,23.0,7.0,1766.0,1443.0,476.0,557.0,29.0,2294.0,2102.0,6.620689655172414,30.0,2242.0,2000.0,8.066666666666666,W,W,15,2,1,137
83,B_577_687,1,B,577,687,23.0,8.0,1906.0,1401.0,565.0,618.0,17.0,9.0,1406.0,1187.0,606.0,716.0,31.0,2471.0,2019.0,14.580645161290322,26.0,2012.0,1903.0,4.1923076923076925,X,X,2,15,1,137
84,B_623_818,1,B,623,818,21.0,9.0,1703.0,1362.0,592.0,683.0,17.0,10.0,1404.0,1156.0,748.0,891.0,30.0,2295.0,2045.0,8.333333333333334,27.0,2152.0,2047.0,3.888888888888889,X,X,6,11,1,137
85,B_651_663,1,B,651,663,23.0,8.0,1871.0,1628.0,479.0,574.0,18.0,13.0,1264.0,1081.0,812.0,939.0,31.0,2350.0,2202.0,4.774193548387097,31.0,2076.0,2020.0,1.8064516129032258,W,W,6,11,1,137
86,B_673_795,1,B,673,795,26.0,3.0,2022.0,1587.0,222.0,232.0,15.0,12.0,1180.0,1022.0,748.0,869.0,29.0,2244.0,1819.0,14.655172413793103,27.0,1928.0,1891.0,1.3703703703703705,Y,Y,1,16,1,137
87,B_701_723,1,B,701,723,23.0,7.0,1837.0,1391.0,436.0,533.0,22.0,10.0,1622.0,1390.0,666.0,756.0,30.0,2273.0,1924.0,11.633333333333333,32.0,2288.0,2146.0,4.4375,W,W,3,14,1,137
88,B_660_737,0,B,660,737,22.0,8.0,1567.0,1152.0,483.0,558.0,20.0,11.0,1540.0,1271.0,775.0,874.0,30.0,2050.0,1710.0,11.333333333333334,31.0,2315.0,2145.0,5.483870967741935,X,X,7,10,0,137
89,B_721_783,0,B,721,783,19.0,10.0,1500.0,1137.0,661.0,743.0,18.0,7.0,1498.0,1157.0,504.0,560.0,29.0,2161.0,1880.0,9.689655172413794,25.0,2002.0,1717.0,11.4,Z,Z,11,6,0,137
90,B_674_789,0,B,674,789,20.0,8.0,1480.0,1213.0,481.0,566.0,19.0,10.0,1299.0,1040.0,637.0,724.0,28.0,1961.0,1779.0,6.5,29.0,1936.0,1764.0,5.931034482758621,Y,Y,8,9,0,137
91,B_793_849,1,B,793,849,16.0,11.0,1310.0,1106.0,764.0,881.0,18.0,9.0,1127.0,903.0,469.0,577.0,27.0,2074.0,1987.0,3.2222222222222223,27.0,1596.0,1480.0,4.296296296296297,W,W,10,7,1,137
92,B_528_802,0,B,528,802,25.0,4.0,1717.0,1482.0,251.0,296.0,23.0,9.0,1761.0,1382.0,562.0,642.0,29.0,1968.0,1778.0,6.551724137931035,32.0,2323.0,2024.0,9.34375,Y,Y,12,5,0,137
93,B_692_821,0,B,692,821,18.0,8.0,1374.0,1152.0,500.0,614.0,25.0,3.0,1889.0,1490.0,191.0,226.0,26.0,1874.0,1766.0,4.153846153846154,28.0,2080.0,1716.0,13.0,Z,Z,15,2,0,137
94,B_781_839,0,B,781,839,21.0,7.0,1514.0,1334.0,471.0,510.0,23.0,6.0,1638.0,1283.0,366.0,406.0,28.0,1985.0,1844.0,5.035714285714286,29.0,2004.0,1689.0,10.862068965517242,Z,Z,14,3,0,137
95,B_511_554,1,B,511,554,19.0,9.0,1714.0,1342.0,669.0,712.0,25.0,2.0,2054.0,1651.0,114.0,159.0,28.0,2383.0,2054.0,11.75,27.0,2168.0,1810.0,13.25925925925926,X,X,4,12,1,138
96,B_539_829,1,B,539,829,21.0,8.0,1653.0,1359.0,562.0,629.0,22.0,9.0,1703.0,1361.0,612.0,720.0,29.0,2215.0,1988.0,7.827586206896552,31.0,2315.0,2081.0,7.548387096774194,W,W,5,4,1,138
97,B_549_629,0,B,549,629,25.0,7.0,2107.0,1533.0,484.0,557.0,20.0,8.0,1410.0,1119.0,474.0,556.0,32.0,2591.0,2090.0,15.65625,28.0,1884.0,1675.0,7.464285714285714,Y,Y,3,6,0,138
98,B_636_738,1,B,636,738,31.0,1.0,2639.0,2009.0,94.0,96.0,17.0,11.0,1279.0,1055.0,739.0,916.0,32.0,2733.0,2105.0,19.625,28.0,2018.0,1971.0,1.6785714285714286,X,X,1,8,1,138
99,B_628_640,0,B,628,640,20.0,9.0,1558.0,1243.0,547.0,623.0,29.0,4.0,2457.0,1729.0,285.0,308.0,29.0,2105.0,1866.0,8.241379310344827,33.0,2742.0,2037.0,21.363636363636363,Z,Z,8,1,0,138
100,B_556_708,0,B,556,708,21.0,9.0,1617.0,1375.0,587.0,718.0,24.0,6.0,1925.0,1519.0,411.0,488.0,30.0,2204.0,2093.0,3.7,30.0,2336.0,2007.0,10.966666666666667,W,W,9,1,0,138
101,B_527_779,0,B,527,779,21.0,8.0,1598.0,1364.0,557.0,632.0,24.0,6.0,1747.0,1509.0,380.0,444.0,29.0,2155.0,1996.0,5.482758620689655,30.0,2127.0,1953.0,5.8,Z,Z,5,4,0,138
102,B_810_853,1,B,810,853,21.0,7.0,1700.0,1456.0,507.0,593.0,22.0,5.0,1877.0,1523.0,373.0,411.0,28.0,2207.0,2049.0,5.642857142857143,27.0,2250.0,1934.0,11.703703703703704,Y,Y,2,7,1,138
103,B_547_623,1,B,547,623,18.0,10.0,1386.0,1078.0,683.0,758.0,21.0,9.0,1703.0,1362.0,592.0,683.0,28.0,2069.0,1836.0,8.321428571428571,30.0,2295.0,2045.0,8.333333333333334,X,X,14,6,1,139
104,B_551_802,1,B,551,802,21.0,9.0,1482.0,1206.0,550.0,617.0,23.0,9.0,1761.0,1382.0,562.0,642.0,30.0,2032.0,1823.0,6.966666666666667,32.0,2323.0,2024.0,9.34375,Y,Y,4,5,1,139
105,B_651_701,1,B,651,701,23.0,8.0,1871.0,1628.0,479.0,574.0,23.0,7.0,1837.0,1391.0,436.0,533.0,31.0,2350.0,2202.0,4.774193548387097,30.0,2273.0,1924.0,11.633333333333333,W,W,6,3,1,139
106,B_673_789,1,B,673,789,26.0,3.0,2022.0,1587.0,222.0,232.0,19.0,10.0,1299.0,1040.0,637.0,724.0,29.0,2244.0,1819.0,14.655172413793103,29.0,1936.0,1764.0,5.931034482758621,Y,Y,1,9,1,139
107,B_577_737,0,B,577,737,23.0,8.0,1906.0,1401.0,565.0,618.0,20.0,11.0,1540.0,1271.0,775.0,874.0,31.0,2471.0,2019.0,14.580645161290322,31.0,2315.0,2145.0,5.483870967741935,X,X,2,10,0,139
108,B_783_839,1,B,783,839,18.0,7.0,1498.0,1157.0,504.0,560.0,23.0,6.0,1638.0,1283.0,366.0,406.0,25.0,2002.0,1717.0,11.4,29.0,2004.0,1689.0,10.862068965517242,Z,Z,6,3,1,139
109,B_560_793,0,B,560,793,21.0,8.0,1692.0,1405.0,602.0,697.0,16.0,11.0,1310.0,1106.0,764.0,881.0,29.0,2294.0,2102.0,6.620689655172414,27.0,2074.0,1987.0,3.2222222222222223,W,W,15,10,0,139
